txn_id,from_account,to_account,amount,channel,timestamp,is_fraud_chain,is_cashout,ring_id
TXN-0EA46FC559,ACC-CCEC58F489,ACC-AABAB59228,10297.77,IMPS,2026-08-29T05:44:27,False,False,
TXN-A01713522D,ACC-7E47E73A36,ACC-C2CBD0C8EC,38991.14,UPI,2026-01-31T11:33:25,False,False,
TXN-5827574620,ACC-F56DE0C251,ACC-6F4436A295,24734.71,UPI,2026-07-30T06:54:10,False,False,
TXN-7E517D0246,ACC-162408A040,ACC-42561BAF46,18685.59,NEFT,2026-07-11T04:56:41,False,False,
TXN-BAE931C422,ACC-6E4E1E9D4F,ACC-38251481D0,24642.11,NEFT,2026-06-04T12:30:20,False,False,
TXN-0F6E9A7E98,ACC-420FED7829,ACC-6145DF68ED,28917.93,UPI,2026-07-24T04:12:34,False,False,
TXN-6A9FA1F44A,ACC-852D8A89CD,ACC-867E2E7256,46994.79,UPI,2026-07-15T03:24:30,False,False,
TXN-386414165A,ACC-EDE54FCC92,ACC-EB1B768C42,43047.93,IMPS,2026-06-27T13:22:33,False,False,
TXN-CD2D6D4940,ACC-3254A1CA4E,ACC-E85088220C,26006.62,NEFT,2026-01-04T06:28:01,False,False,
TXN-1918FE0DC2,ACC-8762C82C0F,ACC-63DABB2760,10695.47,UPI,2026-05-07T09:17:06,False,False,
TXN-1C796FB3DA,ACC-0735508F97,ACC-A934D822B8,43119.73,IMPS,2026-08-02T00:58:53,False,False,
TXN-A1DC26CEA3,ACC-3CDEE78BB2,ACC-E46609194C,13616.53,NEFT,2026-05-23T02:39:37,False,False,
TXN-0DA7BCEF11,ACC-62C2B0875E,ACC-F096D4C6E9,21312.36,RTGS,2026-05-25T14:10:38,False,False,
TXN-78E701681E,ACC-05DF6021DB,ACC-7F7EE3CA38,14125.55,IMPS,2026-08-10T21:55:28,False,False,
TXN-081F72AD58,ACC-D6669E7AAC,ACC-AD57584C63,34363.39,UPI,2026-04-15T20:06:28,False,False,
TXN-18D6B74E4F,ACC-0EF9A10310,ACC-D082666A95,21724.49,RTGS,2026-03-18T03:26:29,False,False,
TXN-78CB91B465,ACC-D4B88C7671,ACC-4868E01901,7647.49,UPI,2026-03-10T14:05:56,False,False,
TXN-6717F3673D,ACC-3CA6155674,ACC-061AE2D0D5,6896.69,NEFT,2026-07-08T23:37:44,False,False,
TXN-37E7943D67,ACC-2F8D0B5A25,ACC-16D5DE4BFB,28194.49,UPI,2026-06-04T17:22:29,False,False,
TXN-F1204A71D6,ACC-3C019EF409,ACC-72E364726E,8334.43,IMPS,2026-04-09T18:09:05,False,False,
TXN-C36ECF1317,ACC-542A9CBD37,ACC-5DF531FCA6,4995.83,NEFT,2026-04-11T21:13:25,False,False,
TXN-16D3589C7B,ACC-BC8F7A397C,ACC-6BA07DAEE0,28105.43,NEFT,2026-05-14T15:37:11,False,False,
TXN-8BE7E816EB,ACC-832DB8563C,ACC-C8A8330605,6237.63,IMPS,2026-08-13T00:40:00,False,False,
TXN-21B164162E,ACC-AD57584C63,ACC-19D7F4B97F,32526.72,IMPS,2026-04-21T12:44:44,False,False,
TXN-7E3F81DD3D,ACC-5A59EEED82,ACC-A85ACB75BF,33725.0,RTGS,2026-06-23T13:41:26,False,False,
TXN-938C755F1D,ACC-DCE8AEC782,ACC-65FA99C299,30760.46,RTGS,2026-02-26T06:05:03,False,False,
TXN-C7FB03E32F,ACC-699468409A,ACC-B032E7B84B,40424.31,NEFT,2026-06-13T19:36:52,False,False,
TXN-8909E04F2E,ACC-3084D7D388,ACC-A934D822B8,28667.55,UPI,2026-01-31T17:22:35,False,False,
TXN-C9CE4A655B,ACC-7302298273,ACC-3552A8B7B0,11565.25,NEFT,2026-04-24T03:38:16,False,False,
TXN-5577B74B4D,ACC-9FB7DE9911,ACC-BB43C19BEE,30348.17,RTGS,2026-04-16T08:12:55,False,False,
TXN-C53E6A2DA6,ACC-6D358C6424,ACC-70B8E77906,43167.76,NEFT,2026-08-16T22:29:19,False,False,
TXN-E1177CDBFF,ACC-56BE8634FF,ACC-4AE564720E,20816.66,IMPS,2026-01-09T23:19:04,False,False,
TXN-7A2ADA9EEF,ACC-BFF43FCEEC,ACC-4A6E5CA4CB,11884.43,NEFT,2026-02-01T02:15:26,False,False,
TXN-A7F25DFF16,ACC-AEE8AC8B42,ACC-3EF22AE255,19972.87,UPI,2026-01-25T18:35:17,False,False,
TXN-B39F2D5B41,ACC-6F46916E7E,ACC-1BDE0C98DE,2880.51,RTGS,2026-07-23T11:52:24,False,False,
TXN-7C839DE505,ACC-ABA49273CF,ACC-824E2F1D98,5375.63,IMPS,2026-02-02T17:50:16,False,False,
TXN-2544E74B9B,ACC-65DDB8C5FD,ACC-88A8D95EC3,15606.66,IMPS,2026-04-21T08:42:20,False,False,
TXN-34D0C18691,ACC-445AF8A995,ACC-FC78CBF289,6495.3,IMPS,2026-01-12T02:18:13,False,False,
TXN-73A3D21AA9,ACC-3F63039D0D,ACC-6F4436A295,17970.69,NEFT,2026-07-04T22:05:01,False,False,
TXN-728EF978CF,ACC-A1213A3BAA,ACC-FE85C6E186,46755.91,RTGS,2026-02-22T11:21:43,False,False,
TXN-8E70C04C01,ACC-E0BA6B7C1D,ACC-54B9E3F978,9016.42,RTGS,2026-08-08T00:42:59,False,False,
TXN-55E512586D,ACC-9CAE4D5853,ACC-AEA5766321,32061.37,NEFT,2026-05-15T19:50:35,False,False,
TXN-EF02362DA2,ACC-42561BAF46,ACC-54B9E3F978,11511.0,UPI,2026-06-21T14:26:11,False,False,
TXN-DE952724AC,ACC-FB262F231A,ACC-02C0759379,20727.75,IMPS,2026-04-28T21:30:16,False,False,
TXN-E3B1E1CC07,ACC-5CF210449D,ACC-7E1F4AC50C,26261.15,IMPS,2026-05-14T13:14:23,False,False,
TXN-1C9F803100,ACC-6A47CE5A9F,ACC-B8F764D783,26847.92,RTGS,2026-07-05T06:35:14,False,False,
TXN-080A2C5C67,ACC-4D79601CD5,ACC-B774B2D1BC,38340.29,NEFT,2026-08-20T20:28:41,False,False,
TXN-EE6EF0C8D3,ACC-7B3B8F0BFF,ACC-742872BC2B,27500.97,IMPS,2026-06-09T21:39:23,False,False,
TXN-8380252BBE,ACC-C22170FA88,ACC-D51E8CAB49,19858.65,IMPS,2026-06-01T08:29:02,False,False,
TXN-2124E2B576,ACC-4161640330,ACC-15113E5F76,13296.42,RTGS,2026-04-04T00:52:40,False,False,
TXN-10945CA857,ACC-D82840F1AF,ACC-67E20C7EFE,40037.96,NEFT,2026-04-21T13:22:50,False,False,
TXN-014851B5D7,ACC-4EC4D221E6,ACC-76274A7181,26690.82,NEFT,2026-06-10T08:32:35,False,False,
TXN-E5907DCF2C,ACC-F92FBF16A2,ACC-6EB684699B,9283.88,NEFT,2026-02-12T20:35:44,False,False,
TXN-4B91501662,ACC-47795EDE90,ACC-379E774384,30962.92,NEFT,2026-08-30T20:29:09,False,False,
TXN-704D48DCCB,ACC-AC74C712B4,ACC-F92FBF16A2,16168.06,IMPS,2026-01-20T06:36:15,False,False,
TXN-8C21724CD7,ACC-C77EB75317,ACC-95F0624A85,9459.69,UPI,2026-04-20T13:29:53,False,False,
TXN-8DA10FC0D8,ACC-43F0764A9E,ACC-BFF43FCEEC,35816.76,UPI,2026-04-01T09:57:04,False,False,
TXN-E412AB0803,ACC-E5FF32B83D,ACC-E7014E27E0,933.3,IMPS,2026-05-13T18:51:31,False,False,
TXN-B15CF71AA6,ACC-D4C1048A81,ACC-F7B774FDC5,39329.12,RTGS,2026-05-25T05:40:18,False,False,
TXN-D6A0E21978,ACC-7B9514B58D,ACC-93A4E5AEC0,39612.95,NEFT,2026-02-01T03:44:00,False,False,
TXN-21BCD56D9B,ACC-6145DF68ED,ACC-D4B88C7671,2990.71,RTGS,2026-01-28T17:21:12,False,False,
TXN-3A36E00473,ACC-4086ADBCC7,ACC-CB2D6018FF,9243.87,NEFT,2026-05-29T04:33:33,False,False,
TXN-6E33511686,ACC-8762C82C0F,ACC-3A9523F661,48735.01,IMPS,2026-05-30T10:34:34,False,False,
TXN-B7F3D1CC55,ACC-655E91503F,ACC-445AF8A995,12508.68,UPI,2026-03-19T08:29:27,False,False,
TXN-54DEE8B81A,ACC-C8E71B7947,ACC-AEEECF22FC,38595.6,IMPS,2026-07-03T15:03:12,False,False,
TXN-958C081927,ACC-38A80976AA,ACC-03F034657E,48068.45,NEFT,2026-03-03T14:21:56,False,False,
TXN-4A29576BBF,ACC-5DF531FCA6,ACC-4A6E5CA4CB,2300.86,UPI,2026-04-09T09:02:45,False,False,
TXN-50EE71AF80,ACC-6F305E7DE2,ACC-063B0DF9B6,15080.89,NEFT,2026-01-21T05:29:26,False,False,
TXN-888B7A7994,ACC-5AFE95B7F4,ACC-14300691C9,48669.05,IMPS,2026-06-18T14:40:47,False,False,
TXN-E4CAAC8876,ACC-A85ACB75BF,ACC-9E1489C0CB,8534.55,NEFT,2026-08-16T01:46:11,False,False,
TXN-749C4EDEE5,ACC-01D44AE2F0,ACC-4A7B999733,39499.36,UPI,2026-01-17T07:24:23,False,False,
TXN-1801D32749,ACC-0E693A23A9,ACC-72E364726E,23868.48,IMPS,2026-05-25T05:41:11,False,False,
TXN-768DCDCA7F,ACC-655E91503F,ACC-20C002644B,12586.37,RTGS,2026-02-05T11:55:27,False,False,
TXN-74EE5EEF79,ACC-6428682424,ACC-5EBDC3EF6B,17053.42,UPI,2026-01-24T05:08:40,False,False,
TXN-1BFD37D345,ACC-7E47E73A36,ACC-BDB1ACBE88,7865.14,UPI,2026-02-18T20:47:48,False,False,
TXN-FEF1400B53,ACC-B61E536FF6,ACC-3CA1139AD6,15973.63,NEFT,2026-06-20T09:09:23,False,False,
TXN-4D579662BA,ACC-AD0BCCC4E1,ACC-C6FBBC5DC0,1263.37,RTGS,2026-05-20T02:21:46,False,False,
TXN-6E2B8766F0,ACC-FC1CE0B093,ACC-933DCCC0E8,12684.67,UPI,2026-07-08T11:20:37,False,False,
TXN-60EA1ED427,ACC-2030851CD5,ACC-AAFB6325CE,28039.43,RTGS,2026-03-15T16:50:20,False,False,
TXN-16AD2CEF9D,ACC-997180843F,ACC-814BB3CD63,27272.3,NEFT,2026-07-01T21:45:18,False,False,
TXN-F805803206,ACC-38251481D0,ACC-86858D0E29,45740.81,IMPS,2026-01-27T17:58:34,False,False,
TXN-B56B2A8255,ACC-8572892C25,ACC-C35B9127FF,22579.33,NEFT,2026-07-30T08:08:00,False,False,
TXN-188BA93412,ACC-564DDDA45C,ACC-174B868AF3,235.85,RTGS,2026-03-14T01:18:17,False,False,
TXN-792AE638CE,ACC-CF494D791D,ACC-E8ED755DF3,42870.1,IMPS,2026-05-05T13:05:08,False,False,
TXN-ECA95926A1,ACC-190183B2DC,ACC-C741D6977A,32982.81,RTGS,2026-03-15T17:42:41,False,False,
TXN-055C090DE3,ACC-AEA5766321,ACC-5E8F1BE27B,24977.95,IMPS,2026-08-27T01:56:23,False,False,
TXN-4DB2BB83E1,ACC-892865ECA5,ACC-78063956AD,20608.27,NEFT,2026-02-12T21:36:01,False,False,
TXN-5B3C13A94A,ACC-C9091D07F2,ACC-0E2386D597,33012.77,UPI,2026-02-20T09:35:01,False,False,
TXN-2288BE0778,ACC-DD605CC508,ACC-881DE7EA23,10263.54,RTGS,2026-03-16T09:59:47,False,False,
TXN-6BE834149B,ACC-3C019EF409,ACC-881DE7EA23,28636.41,RTGS,2026-07-10T06:17:19,False,False,
TXN-ACCBA6707E,ACC-0949F0D18E,ACC-800B8EADF0,35125.44,NEFT,2026-01-20T01:30:40,False,False,
TXN-9F4AD85C12,ACC-564DDDA45C,ACC-B8E1238B67,30376.49,UPI,2026-01-06T01:58:16,False,False,
TXN-3BD1F2788E,ACC-CB4AD17DFE,ACC-1DEA054489,24671.99,UPI,2026-07-01T18:37:38,False,False,
TXN-2C49CF0BD4,ACC-48A80C4541,ACC-259A629A07,18174.12,RTGS,2026-05-24T07:58:08,False,False,
TXN-8BF7289C44,ACC-76C65895CF,ACC-9FEDF3D99B,41217.42,NEFT,2026-07-25T10:49:53,False,False,
TXN-FDE8DE5EA8,ACC-B6B4387074,ACC-651117ECCC,3705.33,NEFT,2026-01-31T06:24:37,False,False,
TXN-55410CD043,ACC-ACDADA8CEB,ACC-22C8A8AA60,5036.54,IMPS,2026-07-26T11:26:24,False,False,
TXN-7CA4D65392,ACC-92BA6DED1D,ACC-336CDB3E2E,9817.35,IMPS,2026-08-10T09:02:34,False,False,
TXN-DC5592BB2F,ACC-A25BD37547,ACC-11553C3108,28009.49,RTGS,2026-02-10T23:27:48,False,False,
TXN-45649428DA,ACC-5EF11517C0,ACC-063B0DF9B6,28912.87,RTGS,2026-06-15T20:37:38,False,False,
TXN-58D35F53DD,ACC-25F4E87B68,ACC-3EF22AE255,39664.59,RTGS,2026-07-16T00:04:39,False,False,
TXN-6F42898742,ACC-0A5EE1B113,ACC-F596F82B97,8077.19,RTGS,2026-05-17T19:53:54,False,False,
TXN-59CEDA0B58,ACC-C2DC9694BC,ACC-FB8B45AA08,49574.86,NEFT,2026-05-25T08:40:37,False,False,
TXN-BA653019DE,ACC-805C00B3BA,ACC-67E20C7EFE,31735.39,NEFT,2026-08-25T06:49:25,False,False,
TXN-37AA490203,ACC-3999FEBF46,ACC-831C4BCD37,27372.19,RTGS,2026-08-02T16:35:47,False,False,
TXN-4DA6BAC006,ACC-0165A5DCE4,ACC-F114605CC3,18128.43,RTGS,2026-06-23T19:00:01,False,False,
TXN-FE8AC092A8,ACC-F4366809DC,ACC-7E1F4AC50C,36370.4,NEFT,2026-08-20T08:54:43,False,False,
TXN-0E96BBF1CE,ACC-4E99782B8B,ACC-666B15ED36,6927.27,NEFT,2026-01-03T13:13:33,False,False,
TXN-A54BDDB8A9,ACC-2F8D0B5A25,ACC-420FED7829,10898.18,NEFT,2026-01-09T10:16:17,False,False,
TXN-FEB240C9BD,ACC-FB32091F6D,ACC-4AD834E3C4,41152.41,IMPS,2026-02-06T14:49:11,False,False,
TXN-A527F00E1B,ACC-63C5769D16,ACC-C8E71B7947,17911.66,IMPS,2026-04-13T21:52:07,False,False,
TXN-122F53D755,ACC-564DDDA45C,ACC-C8239DDCE2,12642.87,NEFT,2026-04-27T15:01:17,False,False,
TXN-18FF359625,ACC-4AC34A3CF5,ACC-4536A10727,20109.95,IMPS,2026-01-30T23:34:14,False,False,
TXN-48B25AF114,ACC-73068A09D2,ACC-A85ACB75BF,39686.63,IMPS,2026-07-09T15:03:57,False,False,
TXN-54865EEC3D,ACC-4AD834E3C4,ACC-8EAC86435A,28896.38,UPI,2026-08-20T03:57:24,False,False,
TXN-C3E0222E42,ACC-9FCC7D1426,ACC-2F8D0B5A25,2061.11,RTGS,2026-01-31T11:27:44,False,False,
TXN-0EEA403C9D,ACC-D7D4D11CC0,ACC-78508EE723,46109.2,NEFT,2026-05-16T02:56:40,False,False,
TXN-815A44193B,ACC-B0650C64D9,ACC-6E3E268136,46526.25,UPI,2026-03-30T01:09:42,False,False,
TXN-DCC769141E,ACC-CA0071ADF6,ACC-216468EA2A,42504.01,UPI,2026-05-29T13:02:12,False,False,
TXN-377FC4F826,ACC-9A82A8F408,ACC-707D020FFD,26314.29,NEFT,2026-07-29T16:30:35,False,False,
TXN-51BEC6CFBC,ACC-76445D988C,ACC-D7879A2627,16476.22,IMPS,2026-03-01T11:54:14,False,False,
TXN-8DF9504426,ACC-DB4F4EEE3B,ACC-AAC03853A0,36632.61,RTGS,2026-06-23T01:26:39,False,False,
TXN-D89D65450E,ACC-71321C26BF,ACC-D6689B88F1,28847.69,UPI,2026-03-28T05:59:17,False,False,
TXN-2D9739D0F3,ACC-F2A8694245,ACC-A27D9889F7,39361.14,IMPS,2026-02-21T08:05:28,False,False,
TXN-0EF90347AB,ACC-99EE9C11B6,ACC-AA6D5EBBA7,23897.56,UPI,2026-08-01T21:09:02,False,False,
TXN-641AE97355,ACC-62606F5DC1,ACC-01947BC03F,4436.93,RTGS,2026-02-20T15:11:04,False,False,
TXN-0E9DD76B10,ACC-5B113A2100,ACC-839BC026ED,24149.94,IMPS,2026-07-09T11:11:42,False,False,
TXN-B9E4083F0C,ACC-750B08D60C,ACC-A080E0B4CA,28652.27,IMPS,2026-04-05T02:32:25,False,False,
TXN-182ED7E96E,ACC-D0AE8D3A4E,ACC-7EDF6E2936,38883.24,NEFT,2026-08-12T16:52:44,False,False,
TXN-337480FC8F,ACC-20C002644B,ACC-790F45837C,33653.03,RTGS,2026-05-22T20:32:28,False,False,
TXN-731874F614,ACC-767782128C,ACC-28D29824EF,16172.77,UPI,2026-04-29T09:07:03,False,False,
TXN-5A8501061A,ACC-DF69D91010,ACC-1CCF766288,30887.81,RTGS,2026-02-26T15:07:36,False,False,
TXN-CB2B193769,ACC-DBA678DC6E,ACC-546990EA97,46225.82,IMPS,2026-03-19T13:12:03,False,False,
TXN-44459C5BA5,ACC-B3C08E3167,ACC-C17DF81397,7968.36,UPI,2026-02-13T15:22:49,False,False,
TXN-C12529D6A5,ACC-13A8DBBE7A,ACC-9A82A8F408,12303.81,IMPS,2026-04-22T17:25:09,False,False,
TXN-5601B43056,ACC-8F1BE8A8CB,ACC-3552A8B7B0,34751.0,UPI,2026-04-29T11:54:22,False,False,
TXN-1F2DB03943,ACC-8F67E176FD,ACC-B727761BBE,1332.86,IMPS,2026-07-28T22:34:27,False,False,
TXN-58F0C9D056,ACC-E273084685,ACC-866F9BCA0B,27411.93,NEFT,2026-08-02T03:11:14,False,False,
TXN-5B49772688,ACC-E459DE3C78,ACC-FD43157213,36550.19,IMPS,2026-01-08T03:23:36,False,False,
TXN-EFF0222731,ACC-765C988E8A,ACC-C8239DDCE2,45320.81,UPI,2026-04-10T05:01:32,False,False,
TXN-0F38113080,ACC-130E527A8D,ACC-FBE8498AA0,14343.87,NEFT,2026-01-21T14:47:25,False,False,
TXN-9B36DD3052,ACC-5D3857F4E3,ACC-65DDB8C5FD,47269.79,UPI,2026-05-31T22:26:07,False,False,
TXN-FFA9696446,ACC-BD293A9B4B,ACC-B7766CF1A1,33216.49,NEFT,2026-02-11T21:37:15,False,False,
TXN-38222B68D8,ACC-CF494D791D,ACC-D7608B7F05,43397.04,RTGS,2026-03-31T18:38:51,False,False,
TXN-DDE811CC6C,ACC-A0AF725079,ACC-246DDFB129,48835.27,UPI,2026-05-03T12:15:45,False,False,
TXN-5E4374DA0F,ACC-0B9FA22C53,ACC-BF751C37BF,26671.72,IMPS,2026-03-19T05:39:04,False,False,
TXN-39B8CAC938,ACC-71B3F3476E,ACC-98518C4C77,28122.24,UPI,2026-01-16T10:31:09,False,False,
TXN-44B1751037,ACC-55BDA24043,ACC-5E6280B7EB,15385.39,RTGS,2026-06-02T18:45:07,False,False,
TXN-35C851BBDA,ACC-0165A5DCE4,ACC-D0A2372515,1114.94,NEFT,2026-05-19T00:21:51,False,False,
TXN-B1B5BDD3CD,ACC-A25BD37547,ACC-5A1EE3F0E9,11963.0,NEFT,2026-01-25T01:58:20,False,False,
TXN-D1610E582C,ACC-A25BD37547,ACC-0E17B2F62E,43958.13,UPI,2026-08-04T12:24:34,False,False,
TXN-A9B8032123,ACC-FE620C98BD,ACC-0F9E6E857D,7755.07,RTGS,2026-02-23T07:21:44,False,False,
TXN-8B32D3D466,ACC-AC6E983ECA,ACC-D2850455D3,19233.91,IMPS,2026-06-12T01:49:43,False,False,
TXN-1A1AB88A80,ACC-3999FEBF46,ACC-72C44271E7,7806.91,NEFT,2026-08-24T02:26:49,False,False,
TXN-81877ED65C,ACC-0CC0CED010,ACC-F3BE1B6D2F,27203.24,IMPS,2026-02-23T19:37:36,False,False,
TXN-A77AA71325,ACC-070D19C553,ACC-3E4E52E0F7,34265.62,IMPS,2026-02-23T15:16:30,False,False,
TXN-E65E12E828,ACC-39C9248263,ACC-8663F4CB7F,35315.79,IMPS,2026-06-17T00:29:23,False,False,
